sample,Hash,nReads,kingdom,phylum,class,order,family,genus,species,Host_name,Host_DNA
Pv_RB_1418_s_15,7fe7a98eba8f048e4f8137aa8a8226b5c13074e4,6,Chromista,Oomycota,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,86dabd192dccf9f59afee3b04b6dcd3a76ddb3d2,6,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Acrosorium,Acrosorium ciliolatum,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,05b58e569d0c312b1b113148e3fa1e3b1b4b825e,5,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes norvegicus,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,70d25f689ff0d12561251cf5f09a941f5e87702f,5,Metazoa,Cnidaria,Hydrozoa,Leptothecata,Laodiceidae,Laodicea,Laodicea sp.,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,cb24c7d2f76f50efe555615a66a28349ba085840,5,Metazoa,Porifera,Demospongiae,Axinellida,Axinellidae,Ptilocaulis,Ptilocaulis sp.,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,00e3d2f9e425781b04955c5572ddafe21e935785,4,Metazoa,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,22f1af5848777d7fec849e271bece0c33c7e4a6a,4,Metazoa,Porifera,Demospongiae,Tetractinellida,Vulcanellidae,Poecillastra,Poecillastra compressa,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,404af29ed5cd6cd488eb5347df61998f0bced700,4,Metazoa,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Nemopsis,Nemopsis bachei,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,450111cd309d27f406245eb441a348f8a62668dc,4,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,5d87465d71c31ba7f65d3e74588aae36160b2010,4,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,5db9d658812a77c94a3c80f5807a99cdd18c8ba4,4,Chromista,Myzozoa,Dinophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,5fcfbd667e4314ad2e0a4359b9b1047123e640a6,4,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,74921bcd93c3a91faa62e988fd5768b8828e6cfb,4,Chromista,Phaeophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,Dictyota dichotoma,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,7fa5a500c5dfdb50e77f0434b7be7c68640201f7,4,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Callophyllis,Callophyllis variforma,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,86d8cc9dbb8b18cc17044f1ca6db8ea8872888fd,4,Metazoa,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Abyssocladia,Abyssocladia sp.,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,a2460696330fca92e585555c02405ae84f87fb4d,4,Metazoa,Cnidaria,Hydrozoa,Leptothecata,NA,NA,Leptothecata sp.,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,a84afd18e78e2d9b9b76a5e438121b85c5ee9373,4,Metazoa,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Abyssocladia,Abyssocladia sp.,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,c58707e0d22037f59f1920e0ab10cf45f081fcc0,4,Chromista,Bacillariophyta,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,dff3b8e5b488f78a5941f105321c2e0fac19a803,4,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Pterothamnion,Pterothamnion sp. 4GWS,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,fb43bb84e9211d38c4d15bf101b567cdf0e17a2e,4,Metazoa,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Artemisina,Artemisina sp.,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,696cdeb8910e9105c78d50d61c52a1ffd27d2787,3,Metazoa,Echinodermata,Asteroidea,Paxillosida,Luidiidae,Luidia,Luidia ciliaris,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,80ce3426b1b706d88249cff2dfd069d51043e773,3,Metazoa,Porifera,Demospongiae,Clionaida,Spirastrellidae,Spirastrella,Spirastrella sp.,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,e88c35056699f0e7d9bc9efa471c25e5136e5888,3,Metazoa,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Hybocodon,Hybocodon prolifer,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,ee37bb5b43bb0c7bab528df660043382f07148db,3,Chromista,Phaeophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Chordaria,Chordaria chordaeformis,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,f59d1858b74b645ff0f6cfb661c0341d02d1f6c1,3,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Rhodymenia,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,fd2c30b0263e75b83ecf77856c27430a4c8419b2,3,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,35355e3bfaf4ddf0231e36c3bf6b33106dc139df,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,49c814ae7ebee0989db9548ac558001e8630840e,2,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,7407d72b07d099e59ced75caddc504fcceda1be8,2,Metazoa,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo,Loligo forbesii,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,7d2bb32196cf9ecfd4098b71c879110191069d59,2,Chromista,Oomycota,NA,Peronosporales,Peronosporaceae,Phytophthora,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,96dcd261bfa6484f9b2b28af48ffdd5ddeeb5935,2,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia parva,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,b0998f6200b8ca6d945f856dba21bbef488e2098,2,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,c7785c4c02a7284c1e5bce4c24f22291d08cda21,2,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1418_s_15,ea9fcd538e9208b08fda62a49fcc4c9625364e86,2,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,13cbaf1726058c1140600f8ad257c456738a943a,22343,Metazoa,Porifera,Demospongiae,Bubarida,Bubaridae,Phakellia,Phakellia ventilabrum,Phakellia ventilabrum,Host DNA
Pv_RB_1420_s_16,61a02994590d018439de71dde66a5b67c4cc9c32,10137,Metazoa,Chordata,Actinopteri,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,a169655517bb15c7120c326b40727fc2762ef88d,8115,Chromista,Oomycota,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,3ab36f02b39a584d75b796c383917bbf8b621b07,6820,Metazoa,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Paraphelliactis,Paraphelliactis xishaensis,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,a7a4d0e0c6187bf81e47bbe0ffb08b5c29b62fc6,3921,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Parastichopus,Parastichopus tremulus,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,c315ee5e09904179456802bf6638ec6dcc7a02ba,3816,Metazoa,Chordata,Actinopteri,Argentiniformes,Argentinidae,Argentina,Argentina sphyraena,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,bc68649fed67147ee1f9f83c580ee86c92f39f6e,3719,Metazoa,Chordata,Actinopteri,Lophiiformes,Lophiidae,Lophius,Lophius piscatorius,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,7237bd9dda56dafaf30572f138dae69d125c24c6,1107,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus prasinos,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,075a1ad33202052c8505dd2026c074775292495a,648,Metazoa,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Todarodes,Todarodes sagittatus,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,afe23f18c393c5cecab72478d6c9daba01e57f23,596,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Lepidorhombus,Lepidorhombus whiffiagonis,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,b1a34b52e9dbe50cc0e7728a1c7595dcf1351f25,471,Other Eukaryota,Haptophyta,NA,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis antarctica,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,3e0af5b879034ae5d1192c26b9bcdb608cfd7204,453,Metazoa,Annelida,Clitellata,Hirudinida,Haemadipsidae,Haemadipsa,Haemadipsa interrupta,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,216bcdcdb735e898ac5d9324a7531f69737d78d1,380,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,Pseudoduganella umbonata,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,375,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,0691ba224c9103386d40d3d1f841480e31f7d264,266,Metazoa,Cnidaria,Scyphozoa,Coronatae,Periphyllidae,Periphylla,Periphylla periphylla,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,c838fad65c8be0ee3f515feb2f8cf0a8e26ea7e6,243,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,1e7deb3d906512de276bf99fa27ecf9b9a2f4849,228,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,95b07f0e932b2d241504fa94d8892d299aa8b4e5,221,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,5cd08be4805205b8fdc6ba02675db37105631eb3,189,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Neosiphonia,Neosiphonia sphaerocarpa,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,5137c1bb77d52484166522c9cb4325d5d28b5c74,181,Metazoa,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,Dipturus batis,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,7425f0ca071bf5f195dc3f154b7779fa541d1171,163,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,33fbfc5d74cbaa183e51358bee83498a10f81fc2,135,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,03f190581859583c267a8eda0f3a704a34b5513e,125,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,1d7939c9b71123b2d3dfa4a2cf0c7bc8b88ee0a7,120,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,9970a060113adaf1c02bd5b74b0e61c3e1fcd752,116,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,697fbe5e6d2f6b4cf245da433e53d868cd1acfbc,109,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,f0eaf9d6a36b01e855a87ec05a206b75b4b2c2e2,100,Metazoa,Chordata,Chondrichthyes,Rajiformes,Rajidae,Leucoraja,Leucoraja fullonica,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,6156098d6a8630a0568eab7684a78fcd1fb4f792,98,Metazoa,Chordata,Actinopteri,Gadiformes,Gadidae,Gadiculus,Gadiculus argenteus,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,11ce01beda447669f4e763e5df513988a8252328,94,Bacteria,Proteobacteria,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,3483616e4590d8ce9653da0a15b23b0f6b7bb1af,89,Viridiplantae,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloroparvula,Chloroparvula pacifica,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,b5b4f4d7b168de81b399d901521ba5cd009e9d17,83,Plantae,Rhodophyta,Florideophyceae,Ceramiales,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,1d128c7f6b30d1cea6c801c78537c8775aa0dbfb,81,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,5b364641560eb7a8468f71e882fe8efb31b66794,79,Chromista,Phaeophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Petalonia,Petalonia tenella,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,7ebb0e85ecac5e66de87ff915201da9e9f20039d,78,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,8024afae93a83cc27b13d928604226a8c61a16e5,78,Metazoa,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,61316716168d01b71b72a5140a56d94ded89efb2,71,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,6e664c240803e9da8b991ab0c44e356127bf933a,70,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,329726558df1e1fd34c90d0078558444dd5c1bc4,68,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,40ed4e125b53a049a7c8dc91bcdd700764268c08,63,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,44a9d22178fc8ca66545c3d9f39df765f9027ea6,61,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,3ed1456c9f2db2ed46e0470c6adbb9a2b7d66c1e,59,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Neosiphonia,Neosiphonia sphaerocarpa,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,237b10c5a4e852622e815af2fe3f7263bd1d59cb,58,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Grateloupia,Grateloupia catenata,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,c81ded64d754126d21fe6b8cd014247b8de8707e,56,Metazoa,Echinodermata,Asteroidea,Valvatida,Poraniidae,Porania,Porania pulvillus,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,e3dc12fe3452eaa0add1eb62268d29a34527edb0,55,Chromista,Phaeophyta,Phaeophyceae,Ectocarpales,Chordariaceae,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,243b0ee3206bd1fb74f342b873fd010315a395e5,53,Chromista,Oomycota,NA,Pythiales,Pythiaceae,Pythium,Pythium insidiosum,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,ffe6de711c5d523ed97c98e96f23c9543c1310cd,50,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,6dbf9b222439eba78067e3ae055c8d6ec4d6cdbd,46,Chromista,Phaeophyta,Phaeophyceae,Ectocarpales,Chordariaceae,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,d2a79b950c4d4dc963757558ac48f8dc9c643e7c,46,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,9e63fdb31bd027d8b52b43691f3f27cc6e658484,45,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,c36473807ca36e86ec810f7e45b05019346a46f7,45,Metazoa,Arthropoda,Malacostraca,Decapoda,Potamidae,Longpotamon,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,fb43bb84e9211d38c4d15bf101b567cdf0e17a2e,44,Metazoa,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Artemisina,Artemisina sp.,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,773957593b9dfc2b5e12a7c2f3bd0a0698fb64bc,42,Metazoa,Echinodermata,Echinoidea,Camarodonta,Echinidae,Gracilechinus,Gracilechinus acutus,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,8e3ec558925b17023c87c1a61fae027fdfa17b3c,42,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,41,Other Eukaryota,Haptophyta,NA,Isochrysidales,Noelaerhabdaceae,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,f87c66a857ffd85dd1e8753b6d6e4baef7536b63,41,Metazoa,Mollusca,Gastropoda,Basommatophora,Acroloxidae,Acroloxus,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,2a09d6abdfef90ab926112d4ab79cd017d5f2813,40,Archaea,Thaumarchaeota,NA,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus cobalaminigenes,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,9512d2453d57d957b4dee19ba486d2ee396dc565,40,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,0596add6b34c59c734300579ffd9ff6ebb9269da,39,Archaea,Thaumarchaeota,NA,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus cobalaminigenes,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,810718552211e4cbc485a579c71bb5ca3b615f66,39,Metazoa,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,Cyanea lamarckii ,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,9323a9ec3690f71f5ad2efbc5e33edde6e6b4807,39,Metazoa,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Nemopsis,Nemopsis bachei,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,bd0845a5ce1188dd63609ef46f6c40f9469daac7,39,Metazoa,Porifera,Demospongiae,Merliida,Hamacanthidae,Hamacantha,Hamacantha falcula,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,87f656d49683488ca802a9217367d84f93e83c30,37,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,2a78e423866a5c361be808e227ebf1f97b9119f1,36,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,aadbb10dc0104d2a3ba3ae704011c1ad402cb9c6,35,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,0d75acd80821effe4b87f96ae8197c2cf75251ae,34,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,ac6d5124a43d8d560637100bfbb7723319f3170a,34,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,b0adf53ed7d3ed2117325fbc595f9f2b2174943f,34,Chromista,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria sinclairii,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,044463f79ed8b5ec47eaf83aca22a9036bdac184,33,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,47650a316d9c67aecffeac8bfc15e96427bd1ac5,33,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,88fcc9f173bb7069a3f2b34468eccc499f10f6a5,33,Plantae,Rhodophyta,NA,NA,NA,NA,"Plocamium sp. Aus 2 GWS-2011 voucher GWS001613 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,c2b4892385f3391e78066b90ee0bc7fed25ad4fa,33,Metazoa,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus morhua,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,08d3f36b2df1e9aa9e31fc964518cc4bee00517e,31,Metazoa,Cnidaria,Scyphozoa,Rhizostomeae,Cassiopeidae,Cassiopea,Cassiopea culionensis,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,0b5798dfcac0bf2e8e65a62e1a8b6f37efe549d9,31,Metazoa,Porifera,Homoscleromorpha,Homosclerophorida,Plakinidae,Plakortis,Plakortis sp.,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,38cd2a150f32a99ae999c697a4685d44f69f5ffe,31,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,a0bb10623f672ff04875ef0200dbe5f2fd47162b,31,Viridiplantae,Streptophyta,Charophyceae,Charales,Characeae,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,07b528a976143b03e86ea3a863e4a53b0567747d,29,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Dilsea,Dilsea californica,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,2800800c3dd0c25645766e42e491a991962b3fb5,28,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,13a8f29ce3bfca0ea7dfa08dd43011802a41b9d1,27,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,299569bd43ff3a788d9d2e351b5909e82e228667,27,Viridiplantae,Streptophyta,Zygnemophyceae,Zygnematales,Mesotaeniaceae,Roya,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,4f22b71b8f5ae59a1ae159e7b93ef4a90b59ddcd,27,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,2bc95ad37e83efa07f6f6d143de423f881b53d5b,26,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,5f388394e7658e272affca0b64172982ac14d6d9,26,Metazoa,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Orthopyxis,Orthopyxis caliculata,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,68df9429cde7f934e640055cf1917c794d57c786,26,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,6cc41ec2bec66cbf087bf3ffb5bb7d7cf8db9fa6,26,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,10183b3efd29146f22173c92bbdb72d32d2a902a,25,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter giovannonii,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,99157f5f41f5ba224f1b68e023e1e2b87678db6a,25,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Melanothamnus,Melanothamnus japonicus,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,c4bc0c357f525dd7c7588f007bc80ec294f84108,25,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,Pseudoduganella umbonata,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,72fcfcdddc4ba560979b8a273d2565a570567ac3,24,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,a2f4001c86bc2046dba0a666e88c2b09af28a90f,24,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,cbe2d1a670c1c9b4b6d5a199caca30814ce54dfe,24,Metazoa,Chordata,Actinopteri,Gadiformes,Gadidae,Micromesistius,Micromesistius poutassou,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,147926f145226aa9d4f7d549c559862452a60aff,23,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,Vesicomya sp. endosymbiont,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,1d69754920c79030f374932ffe329f7eda14738f,23,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,NA,NA,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,a688e972c71a5b85088271a0ebb6d5b9f176ce27,23,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HIMB1321,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,caf4b514cb703e2f285ffc7e7b14e3e19802deba,23,Metazoa,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Eucheilota,Eucheilota maculata,Phakellia ventilabrum,nsDNA
Pv_RB_1420_s_16,4590a92ce12e91c7285ddfd4555272547ed3bb39,22,Plantae,Rhodophyta,Florideophyceae,NA,NA,Peyssonneliopsis,Peyssonneliopsis epiphytica,Phakellia ventilabrum,nsDNA
